Time,"BTC / Price, USD"
2015-01-01,314.77647194623
2015-01-02,315.942731735827
2015-01-03,285.647309760374
2015-01-04,263.334574810053
2015-01-05,275.003851548802
2015-01-06,287.549521040327
2015-01-07,297.535565166569
2015-01-08,284.342391876096
2015-01-09,292.501114552893
2015-01-10,276.230532144944
2015-01-11,268.755515488019
2015-01-12,268.617232028054
2015-01-13,224.108117767388
2015-01-14,175.637640561075
2015-01-15,212.341011396844
2015-01-16,207.595204850964
2015-01-17,199.824836645237
2015-01-18,211.132518410286
2015-01-19,216.894694915254
2015-01-20,211.919853886616
2015-01-21,227.904210403273
2015-01-22,233.647382817066
2015-01-23,233.132852425482
2015-01-24,249.08212390415
2015-01-25,254.51794126242
2015-01-26,273.952244886032
2015-01-27,264.753804500292
2015-01-28,235.735840444185
2015-01-29,233.957373465809
2015-01-30,228.896189947399
2015-01-31,217.332156049094
2015-02-01,227.111301285798
2015-02-02,240.092419929866
2015-02-03,227.775695791935
2015-02-04,226.781134132087
2015-02-05,217.011151081239
2015-02-06,222.724969316189
2015-02-07,228.647127410871
2015-02-08,224.035988895383
2015-02-09,220.768493863238
2015-02-10,220.888154295734
2015-02-11,219.495859731151
2015-02-12,222.583227936879
2015-02-13,236.555363822326
2015-02-14,257.627695791935
2015-02-15,234.445803039158
2015-02-16,235.086126826417
2015-02-17,243.905794272355
2015-02-18,235.995232320281
2015-02-19,241.872253945061
2015-02-20,245.530775277615
2015-02-21,245.596002630041
2015-02-22,236.690668322618
2015-02-23,239.066017825833
2015-02-24,239.869262127411
2015-02-25,238.236111046172
2015-02-26,237.044402396259
2015-02-27,255.116774400935
2015-02-28,254.948448568089
2015-03-01,260.651330800701
2015-03-02,276.322613676213
2015-03-03,282.705900935126
2015-03-04,273.447536528346
2015-03-05,276.268809175921
2015-03-06,273.31811484512
2015-03-07,276.403357393337
2015-03-08,275.338033898305
2015-03-09,290.130059029807
2015-03-10,292.320383109293
2015-03-11,296.693329339568
2015-03-12,295.800344827586
2015-03-13,285.911026300409
2015-03-14,283.608306253653
2015-03-15,287.270142022209
2015-03-16,291.392118059614
2015-03-17,285.248396551724
2015-03-18,257.286160140269
2015-03-19,262.092947983635
2015-03-20,262.966492109877
2015-03-21,261.18429748685
2015-03-22,268.899415838691
2015-03-23,266.777992986558
2015-03-24,246.835082992402
2015-03-25,246.719136762127
2015-03-26,249.532993571011
2015-03-27,247.378898305085
2015-03-28,253.23161396844
2015-03-29,242.967614260666
2015-03-30,248.336934541204
2015-03-31,244.712485680888
2015-04-01,247.185819403857
2015-04-02,253.630070426651
2015-04-03,254.83316364699
2015-04-04,253.945848626534
2015-04-05,261.112136177674
2015-04-06,256.367386908241
2015-04-07,254.831898012858
2015-04-08,245.825210403273
2015-04-09,243.860636177674
2015-04-10,235.871900642899
2015-04-11,237.40906779661
2015-04-12,237.141042372881
2015-04-13,225.505635885447
2015-04-14,219.757236703682
2015-04-15,223.313907948568
2015-04-16,228.493815312683
2015-04-17,222.785060198714
2015-04-18,223.398044126242
2015-04-19,223.284135300994
2015-04-20,224.894903565167
2015-04-21,234.939356516657
2015-04-22,233.822418760958
2015-04-23,235.933293687902
2015-04-24,231.458592343659
2015-04-25,226.445992986558
