Time,"ETH / Price, USD"
2021-01-01,730.91432063121
2021-01-02,775.296622443016
2021-01-03,990.365324956166
2021-01-04,1030.31844886032
2021-01-05,1101.55981414378
2021-01-06,1199.35239976622
2021-01-07,1220.21421332554
2021-01-08,1219.88072121566
2021-01-09,1286.97022314436
2021-01-10,1265.43626750438
2021-01-11,1082.905685564
2021-01-12,1038.8394176505
2021-01-13,1127.92676271186
2021-01-14,1212.61922150789
2021-01-15,1167.64685096435
2021-01-16,1231.50994839275
2021-01-17,1242.04924137931
2021-01-18,1252.15644476914
2021-01-19,1386.08540385739
2021-01-20,1367.82303974284
2021-01-21,1132.69443191116
2021-01-22,1235.37204792519
2021-01-23,1232.76174810053
2021-01-24,1387.23029631794
2021-01-25,1325.60759380479
2021-01-26,1361.84900292227
2021-01-27,1245.93815055523
2021-01-28,1341.7747030976
2021-01-29,1383.40889538282
2021-01-30,1379.86854237288
2021-01-31,1317.346364173
2021-02-01,1369.95499357101
2021-02-02,1524.16825189947
2021-02-03,1659.52005435418
2021-02-04,1608.39752355348
2021-02-05,1720.47846616014
2021-02-06,1683.70779380479
2021-02-07,1616.04266183518
2021-02-08,1743.54479135009
2021-02-09,1770.83282057276
2021-02-10,1748.21180596143
2021-02-11,1785.58308942139
2021-02-12,1846.45420058445
2021-02-13,1819.41280268849
2021-02-14,1811.5666792519
2021-02-15,1787.53062191701
2021-02-16,1780.61989596727
2021-02-17,1845.23994155465
2021-02-18,1932.41152659264
2021-02-19,1961.02429018118
2021-02-20,1912.80253489188
2021-02-21,1933.88384745763
2021-02-22,1771.20859848042
2021-02-23,1563.04562419638
2021-02-24,1616.56383693746
2021-02-25,1491.46385715956
2021-02-26,1442.30312273524
2021-02-27,1454.03216890707
2021-02-28,1425.38586674459
2021-03-01,1563.23598036236
2021-03-02,1489.87889421391
2021-03-03,1584.06700526008
2021-03-04,1538.02277644652
2021-03-05,1530.84029181765
2021-03-06,1659.83834599649
2021-03-07,1719.16063705435
2021-03-08,1826.12504734074
2021-03-09,1862.02863687902
2021-03-10,1803.4244905903
2021-03-11,1827.71346113384
2021-03-12,1768.50364453536
2021-03-13,1927.20756627703
2021-03-14,1874.14906195208
2021-03-15,1796.90510976037
2021-03-16,1796.95172822911
2021-03-17,1818.86739976622
2021-03-18,1781.64520666277
2021-03-19,1810.37383459965
2021-03-20,1812.74496884863
2021-03-21,1784.72563880771
